Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,reviewer_nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,review
78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,636,11/29/2015,7.7,Shaftesbury Metropolis London Hyde Park, United Kingdom ,37,2867,0,1,4.2,"[' Business trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",613 day,51.5166887,-0.1706147, We will be contacting head office We were relocated to another hotel We were not in the room type we booked The rooms were ridiculously small and my colleague s room was not very clean  No Positive
Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,1172,10/18/2016,7.8,Holiday Inn London Kensington, Ireland ,40,5945,0,1,4.6,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 3 nights ']",289 day,51.499981,-0.1928791, Room small bathroom very small no shaving light at the mirror staff dour and to cap it all charged a refundable charge of 50 per night on my credit card which takes up to 10 days for refund  No Positive
Apollolaan 101 105 Oud Zuid 1077 AN Amsterdam Netherlands,57,4/16/2017,7.5,Best Western Delphi Hotel, Israel ,2,372,2,3,2.5,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",109 day,52.3504558,4.8770194, Everything  Nothing
33 Roland Gardens Kensington and Chelsea London SW7 3PF United Kingdom,40,11/1/2015,8.0,Blakes Hotel, Italy ,5,190,2,1,4.6,"[' Business trip ', ' Solo traveler ', ' Director s Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",641 day,51.4892447,-0.1803196, Vecchio e non manutenuto  Atmosfera
Avenida Diagonal 201 Sant Mart 08018 Barcelona Spain,145,9/13/2016,8.4,Novotel Barcelona City, United Kingdom ,76,1679,14,1,4.6,"[' Leisure trip ', ' Family with young children ', ' Family Room with sofa bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",324 day,41.4038774,2.1911894, The staff were generally friendly but unhelpful Asked if we could switch rooms as next to the noisy lifts elevators told we d have to check out and in again so couldn t access the new room which was inferior til the evening New room had a cot for my daughter which would be fine if she wasn t 13 advised to move it and make up the sofa bed ourselves NOT 4 Star   The buffet breakfast was pretty good lots of choice and well organised 
King William Walk Greenwich London SE10 9JW United Kingdom,484,2/22/2016,8.2,De Vere Devonport House, United Kingdom ,16,1827,5,18,4.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",528 day,51.480672,-0.0071375, the hot water boiler broke down so no hot water at all very bad   the bed was comfortable
59 Leinster Square Kensington and Chelsea London W2 4PS United Kingdom,337,7/23/2017,7.6,New Linden Hotel, Nigeria ,18,2820,19,3,4.6,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",11 days,51.5133832,-0.1926617, The room bed were awfully small No air conditioner or refrigerator The breakfast was very poor   Just the location The Staff was quite friendly and helpful too but every other aspect was awful 
Pla a de Llevant s n Sant Mart 08019 Barcelona Spain,488,10/14/2015,8.2,Hotel SB Diagonal Zero Barcelona 4 Sup, United Kingdom ,63,4645,2,41,4.2,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",659 day,41.4111652,2.2192012, The queuing at reception for checking in we waited 30 minutes for attention not very good for a 4 star hotel The room had no soundproof at all we had very little sleep due to people banging around and flushing toilets it was awful The reception staff looked very untidy no ties shirts open scruffy I would not recommend this at all  Nothing
78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,636,9/7/2015,7.7,Shaftesbury Metropolis London Hyde Park, Saudi Arabia ,34,2867,2,3,2.9,"[' Leisure trip ', ' Family with young children ', ' Deluxe Triple Room ', ' Stayed 13 nights ', ' Submitted from a mobile device ']",696 day,51.5166887,-0.1706147, My room given to other guest They try to alocate me to other hotel They are not fair and try to sheet me They gave me other room in basement for 13 days  Nothing
Half Moon Street Westminster Borough London W1J 7BN United Kingdom,254,8/30/2016,7.3,Hilton London Green Park, United Kingdom ,5,1139,2,2,4.6,"[' Leisure trip ', ' Couple ', ' Double Hilton Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",338 day,51.5064534,-0.1456146, Roon was very small  Location
18 Albert Embankment Lambeth London SE1 7TJ United Kingdom,1195,5/3/2017,8.3,Park Plaza London Riverbank, United Kingdom ,41,4684,14,2,4.6,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 2 nights ']",92 days,51.4913737,-0.1214194, No communication between staff They mixed up our rooms messed up our breakfast and made us promises they didn t keep Our stay was booked 4 months in advance and they still couldn t get it right Not happy   Chino Latino in the hotel was beautiful and the food was amazing 
39 Avenue de Wagram 17th arr 75017 Paris France,36,9/14/2015,8.4,Renaissance Paris Arc de Triomphe Hotel, Tanzania ,0,214,6,1,2.5,"[' Business trip ', ' Solo traveler ', ' Superior Double Room Free Wi Fi ', ' Stayed 6 nights ']",689 day,48.8772093,2.2968266,No Negative  i like deluxe room 
Oude Haagseweg 20 Slotervaart 1066 BW Amsterdam Netherlands,215,11/22/2016,7.8,Mercure Hotel Amsterdam West, Turkey ,72,1945,0,2,2.9,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ']",254 day,52.3375677,4.8178172, This hotel quality was like 2 star absolutely The heater was enough for the rooms and it was so cold We wanted to change our room because of seperate beds but we couldnt The workers started to work in the morning at 08 00 oclock The hotel location is near the airport it is far away from the city center you can arrive there by bus in 15 20 minutes  No Positive
Ottakringer Stra e 34 36 17 Hernals 1170 Vienna Austria,201,9/16/2015,7.7,Exe Vienna, United Kingdom ,0,2667,7,3,2.5,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ']",687 day,48.2149414,16.3365285,No Negative  Location clean hotel good facilities 
Via Senigallia 6 20161 Milan Italy,904,6/25/2017,8.1,Hotel Da Vinci, Canada ,37,16670,5,3,3.8,"[' Leisure trip ', ' Solo traveler ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",39 days,45.5331372,9.1711019, Not a single complementary 500mls of drinking water I paid 2 for this water I stayed my second night in hotel near Milano central station and was able to compare better value for lower price   breakfast was good 
Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,1172,12/5/2015,7.8,Holiday Inn London Kensington, United Kingdom ,150,5945,31,25,4.6,"[' Leisure trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ']",607 day,51.499981,-0.1928791, The room was appalling Freezing cold and we couldn t get the heater to work adequately Thin pillows Tiny tiny sink with huge tap led to water splashing on the floor and an inability to wash one s face Very small bath that you couldn t lie down in and I m only 5 4 The deafening extractor fan stayed on for an hour after only being in the bathroom for a few minutes Very expensive Wi Fi without any free time at all Breakfast was chaos we took one look and went elsewhere We ordered a newspaper which didn t arrive and staff weren t too bothered when we told them it hadn t arrived This was repeated the next day despite checking our order They did move us to another room which was warmer but the sink extractor fan and bath of course were the same   The location just off Kengsington High Street was good for our visit Plenty of taxis outside was useful The hotel lobby was roomy with plenty of staff on duty 
Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,1172,1/5/2016,7.8,Holiday Inn London Kensington, Jersey ,65,5945,11,22,4.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",576 day,51.499981,-0.1928791, Despite it displaying that pool and gym facilities were available you had to pay 8 per day for them This is hardly visible on the hotel web site despite displaying that facilities exist It is also not visible on booking com Was booked in for the following week but cancelled and will never use them again as better facilities for the price elsewhere   Was close to tube and Kensington so very convenient 
Corso Giacomo Matteotti 4 6 Milan City Center 20121 Milan Italy,122,5/22/2016,7.9,Boscolo Milano Autograph Collection, Luxembourg ,0,1213,11,1,4.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Guest room 1 King or 2 Twin Single Bed s ', ' Stayed 1 night ', ' Submitted from a mobile device ']",438 day,45.46676,9.194293,No Negative  Good location Rooms need renovation Uncomfortable furniture Very cold 
61 Quai De Grenelle 15th arr 75015 Paris France,342,8/5/2015,7.6,Novotel Paris Centre Tour Eiffel, Australia ,23,2310,6,4,4.2,"[' Leisure trip ', ' Couple ', ' Standard Room with 1 Double Bed ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",729 day,48.8500283,2.2834126, The rooms were badly cleaned old and poorly maintained Gym was very too busy Insufficient staff at breakfast Too many groups   Location was only redeaming feature
29 31 Gower Street Camden London WC1E 6HG United Kingdom,457,10/16/2015,6.8,Bloomsbury Palace Hotel, United Kingdom ,25,2751,0,1,4.6,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",657 day,51.5207945,-0.1310845, Breakfast service finished at 9 am were not made aware of this most hotels 10am Carpets dirty need replacing could do with a makeover No Positive
239 Vauxhall Bridge Road Westminster Borough London SW1V 1EQ United Kingdom,954,2/13/2017,8.6,Park Plaza Victoria London, United Kingdom ,98,4426,21,4,3.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",171 day,51.4942539,-0.1414756, In winter you can t use the air on feature in the room and the heating is on sensors so as soon as you return to the room it starts blowing out hideously warm air The whole place is particularly grubby and in serious need of TLC The apartments are very much dated and over priced We were upgraded to one of these due to the heating problems upgrade used loosely it was disgusting dirty and quiet frankly horrible We were eventually return to a room we had booked superior king it was ok at best   Breakfast was ok however if you wanted something over than full English it came at an additional price of 5
St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,950,7/13/2017,8.6,The Tower A Guoman Hotel, United Arab Emirates ,76,3486,12,3,3.8,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",21 days,51.5064721,-0.0716893, There was no one to help us out with the bags we had to stay 30 min in line to check in staff was so not cool place is over rated ow and ya the ace don t Evan work it was so hot all night the room was so small and no place to pot ur bag at all the hotel is overrated in the price for such a small room and old furniture  The location is the only thing great about this place 
16 rue de Berri 8th arr 75008 Paris France,219,1/31/2017,8.2,H tel California Champs Elys es, Lebanon ,4,1332,5,1,4.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']",184 day,48.8726335,2.3048084, rooms very old  location and friendly staff
